(3,113,66,1) 
(3,113,220,1) 
(3,137,400,1) 
(3,140,586,1) 
(2,213,84,1) 
(2,213,236,1) 
(2,213,202,1) 
(2,213,358,1) 
(3,113,66,1) 
(4,213,206,3) 
(4,272,198,3) 
(4,308,227,3) 
(4,310,227,3) 
(4,372,220,3) 
(4,380,222,3) 
(4,296,225,3) 
(4,347,214,3) 
(4,332,221,3) 
(4,383,220,3) 
(4,409,224,3) 
(5,248,406,3) 
(1,0,0,-48) 
(1,0,0,-38) 
(5,248,406,3) 
(5,248,406,3) 
(4,225,89,3) 
(4,223,111,3) 
(5,248,406,3) 
